,contrato_id,quantidade_campanhas_total,engajamento_boleano,segmento
143,0304fc3325a96d61be2ba826464b373f,6.0,0,Alimentação
144,0308c23cf82cb8fbbbda6c3ace0dfa5f,10.0,0,Bens duráveis
145,030a0c1d99b50d06bad608a6b4486810,1.0,0,Alimentação
146,030afde20f932828c88dbaf980b567eb,16.0,0,Alimentação
147,0316fa1eed8ff63e5dac969568b0339c,27.0,0,Alimentação
148,0319fef28f9e4fce8d52c6e13eacd56c,10.0,1,Varejo
149,031a943bfe9c1040a5bb787821876971,4.0,0,Serviços
150,0325c0f069899d9423faecd9f5a4b809,13.0,0,Serviços
151,03281e931f1dd1c1ab5f21c3a8d003d0,27.0,1,Supermercado/Farmácia
152,0328a436decf3bde1d08200ac21f990c,12.0,0,Alimentação
153,032984ca1e143582213e2ca012dfbb14,4.0,0,Alimentação
154,032d223aed24fcf8d1cc81c9b31273f8,55.0,0,Varejo
155,0337489164d12772e9e8fe29275a2ec6,13.0,0,Serviços
156,033915e5f7b205d5bb96cc1af0f0ca78,5.0,0,Varejo
157,0339949c15b2e0af8ffd5374f3841061,8.0,0,Serviços
158,0339a24155419bea123c24278ddcbc43,10.0,1,Bens duráveis
159,033b12bc17647c7cb6b55063022c738e,1.0,0,Alimentação
160,034208dc495b86a79b116e497c4b769f,2.0,0,Alimentação
161,035ca5b817c50bd0406f89114c8d7ebd,28.0,1,Alimentação
162,035ccfd1b3ae7c27328a013cf66e6188,30.0,0,Varejo
163,0374a6e9211b433263d6c3dbd939a367,16.0,0,Varejo
164,037c94cfa3ba1ec2c9b5174fb4779e02,35.0,0,Alimentação
165,037df671faaf44aeee25fcb9e846129f,22.0,1,Alimentação
166,038dd50fd3f4ffaeef2389decd564083,5.0,0,Serviços recorrentes
167,03acb0014f8bd8e5e4dd8c7a3b1ae5d6,43.0,0,Serviços recorrentes
168,03acf3da36e3e50895222020ea31d614,18.0,0,Serviços
169,03b62321b08aea5c5ab76dd84ffcb216,7.0,0,Serviços
170,03c26a0dc1ee38198fca1a467010a04b,6.0,0,Serviços
171,03c8e6ac45ffc789aeb8e39b7f867a47,7.0,0,Serviços
172,03d2622e12c7ed4b27df6738ef8673f7,2.0,0,Alimentação
173,03d3b0e470acbd2da7636c078f77021c,5.0,0,Outros
174,03d624913bbc92e3e3c61eb307f9529b,26.0,0,Supermercado/Farmácia
175,03dba080caa05d91168e9b0c7b45dd2f,33.0,0,Varejo
176,03e9dfc304237a86ca008805336a8d3d,55.0,0,Alimentação
177,03ea74b8e76cb333be7dfbcfebe734b6,20.0,1,Varejo
178,03f76531ce26fd962d198c4bb6e32404,33.0,1,Bens duráveis
179,03fdeeabe9a9844a188fca91911b3aff,26.0,0,Alimentação
180,03fed06bb171ccaac47895caa10b398a,39.0,0,Alimentação
181,0400f2f66ed1db0cb921ca6bb34ff972,38.0,1,Serviços
182,040539a460cf1c29bfa83418393ecf4a,2.0,0,Bens duráveis
183,040695f91b7fcd3705d6b081712eff34,24.0,0,Alimentação
184,0410df083972b45cf824d413b668bc38,8.0,0,Alimentação
185,041447ce6290c67e81edc9bdc9f749f9,6.0,0,Alimentação
186,0419fa5b7581892b4811f25c70e640b5,15.0,0,Serviços
187,041a91b84fd7ae96d253f27dd89aca44,2.0,0,Bens duráveis
188,04443ef0882e61fbd6258f20b8b20129,17.0,1,Alimentação
189,044635f31c100e43d479df88dd63d69a,8.0,0,Serviços
190,044dc75914db67f3073eeeecbf838607,4.0,0,Serviços
191,04515ccb3e56f619f2452f341c860dc4,5.0,0,Varejo
192,04524f49bc3b85cdcbe42a0f529d3dba,13.0,0,Serviços
193,0454b63d379fa0821b8d92ced47213be,9.0,0,Varejo
194,0456a4167be190041351ffa9112155da,7.0,0,Serviços
195,045d813293184ece953501ac7d05545f,17.0,0,Alimentação
196,045e0db3e190eb55f20da48aa827384c,2.0,0,Varejo
197,045f789cc112bc620ba469eab9fd742a,59.0,1,Serviços
198,04611001b644ab4da9824373444952b0,4.0,0,Supermercado/Farmácia
199,0466d84dac35f4270cca6cbdd92ebe4d,46.0,1,Serviços
200,046f6855549e700413febec0c03507dd,1.0,0,Bens duráveis
201,0480a6641d8041e4350f57976cad1c8a,1.0,0,Alimentação
202,048286c2f37f5fe09f603c53d0705207,59.0,0,Viagens e entretenimento
203,048432625fdfd1d93a5d83e78895f85f,38.0,0,Varejo
204,049409e822870e0a6f738a6c13725b03,17.0,0,Serviços
205,049484a5b609d40ff456b1c4ae054d37,9.0,1,Alimentação
206,049759bfa6bc377e258f7b482efa9bef,25.0,0,Bens duráveis
207,049d1f676b451e4a15279dd1ec6959af,4.0,0,Alimentação
208,049dd269d502366c801dc4810bba7edc,26.0,1,Bens duráveis
209,04a0682609987bcd7bcc28f6608798bd,10.0,0,Alimentação
210,04a19cbc7d65031dfdf4413ae5ad9521,10.0,0,Varejo
211,04a25f8ad25fc57714171c1c51cab468,8.0,0,Serviços
212,04a3b29f9b0e0a47d69e5d1421f59ef9,6.0,0,Serviços
213,04a41441f8eb4e39dbcd54bb9f4a338b,3.0,0,Serviços
214,04aa4039a6ce6fe350646bc92f0a0659,31.0,1,Alimentação
215,04c801130b0da70cf39a48fc0356e464,12.0,0,Bens duráveis
216,04c8299f06a409b01a8a1783ee7c002a,28.0,1,Alimentação
217,04d294cd374ecfc76e19d29bcf5e9746,16.0,1,Alimentação
218,04d3e7998bb645ba9c29453649a6073e,40.0,1,Varejo
219,04d40c005abbc8684b5e9cde03b46b9f,40.0,1,Alimentação
220,04d7579c6184e5715767b8b0a54f4f6d,48.0,1,Varejo
221,04d9eef52480ae298af6e372dbb4c337,31.0,0,Alimentação
222,04e2c11e90523ae5ad6a0ba9896bff04,9.0,0,Serviços
223,04ed9dd102a3c8e3fb93d817305cf427,4.0,0,Alimentação
224,04edaa8bbf9c8d6f6c0a31337b2dd6c0,2.0,0,Varejo
225,04f5398c31a0cc27a8fa6307eb1ef1bb,2.0,0,Alimentação
226,04f87f1ab99ecb9df64e23a51eaf3f1e,9.0,1,Supermercado/Farmácia
227,04fb8bdb700cbc8dcdcda7c4e733462f,28.0,1,Viagens e entretenimento
228,04fdedc034005fd5f63214a1124ef8c9,16.0,0,Alimentação
229,04fe2fc552ee99f1eb96b0e08dbd05b5,6.0,0,Varejo
230,050bb105e8b5f2640fde1e34aca99264,41.0,1,Varejo
231,050bd07ad848a0f97884632cdc484dcd,17.0,1,Varejo
232,05183ea18d9fb8026f9a01210e43ed78,24.0,0,Alimentação
233,052734b960a61fd4bacef39f4fb56249,1.0,0,Bens duráveis
234,0529b2bec464b32f02c74ed0fc481852,1.0,0,Posto
235,052cd46ecbf14b55bbc5c10e634df4a7,1.0,0,Serviços recorrentes
236,0534cd44027bf8acbfcac2dff2f7e04a,15.0,1,Alimentação
237,053d4b1a551160e808f1a90da1a9d432,2.0,0,Alimentação
238,053d78adea4835279b58bc0c080f10bc,4.0,0,Varejo
239,0541af74e24255a6ad25c4c0e74f40a5,20.0,0,Alimentação
240,0543cbd437cd7e8bd46cbdeb551c3165,27.0,1,Alimentação
241,054570f129f1279ae5de31f9d311adfc,1.0,0,Alimentação
242,054683975b1d7e8991c6806a2e577ce7,14.0,1,Alimentação
243,0549533b3020b4dd5ac1118259bcaabc,6.0,0,Alimentação
244,054cfa7f975c63690b560dad271bb23e,21.0,0,Supermercado/Farmácia
245,055167a205414a83e863e688cd9a4f02,20.0,1,Alimentação
246,055b013078a60bd51a114d320704639d,20.0,1,Supermercado/Farmácia
247,055f38d4e13f81ba4aaf11befe12a2f0,37.0,1,Bens duráveis
248,0564b0e149734e7c8a87094b84b64daf,9.0,1,Supermercado/Farmácia
249,057155733652fdc0cad56bc2f5c24ab0,43.0,1,Bens duráveis
250,05786371b7599ca00ab74b765124f958,11.0,0,Bens duráveis
251,0584b2208c657129d7534ea1e0f090a6,3.0,0,Alimentação
252,0587245a10b89d30f47719039625e94d,36.0,1,Bens duráveis
253,058d0e97482710b33a276cf7e6659694,23.0,0,Serviços
254,058e3b822ad219aff079dd7d7a19e703,52.0,1,Serviços
255,058f5baae55ae376d23506e1de08f6a8,4.0,0,Alimentação
256,05900a01d19695b8e953a1ce9e6d90b8,3.0,0,Varejo
257,0597fe21acd9dae4f36c14714310437b,12.0,0,Varejo
258,059877ae846ced1c339823594f111047,8.0,1,Varejo
259,059eee6f2db13f16fa63920dfd2aaa98,3.0,0,Varejo
260,05a54049b7db41d41ff26e963a16b70e,9.0,1,Supermercado/Farmácia
261,05a728bb0ce72ac12c73ef2bbb863fdc,2.0,1,Serviços
262,05ab170362f310cea38a3856a725abc0,30.0,1,Varejo
263,05ae50a824fd19ad1e76f0185c9be9bd,1.0,0,Bens duráveis
264,05b2443dae11a819e987698f9767382a,14.0,0,Varejo
265,05b817f6bc8658b4604341dae5878bcb,30.0,0,Alimentação
266,05d3d60fa17632856062287b3611634f,1.0,0,Alimentação
267,05ec3c081687ffdd5cf04579e8a51679,17.0,0,Alimentação
268,05eddba83dc40815a1aa10b6d6259708,2.0,0,Serviços
269,05f1493ebd4bd8c991f75bc19e260a03,15.0,0,Alimentação
270,05f84badc922696f7495cc24e5a601d7,20.0,0,Varejo
271,05fae95b1049550ff3c5444b398b4722,30.0,0,Varejo
272,05fc51d06000ab6aa369b85accc97d6a,25.0,1,Bens duráveis
273,06124f4ef23851ba475e1b7c7382e18a,3.0,0,Alimentação
274,0620a1dca0201dfb656c94447fda048f,25.0,0,Bens duráveis
275,062d5b1fa87a193f96f68caa91bfef5a,7.0,0,Viagens e entretenimento
276,06330fcaeb759785b4c637c859cea679,9.0,0,Varejo
277,0633ed038d44e3e667811e6dc932b1a3,1.0,0,Alimentação
278,063430f18bd650ae7a255ecdfa846ca8,45.0,1,Viagens e entretenimento
279,0637f4cc65c00d49cbe83b01e192ebc7,24.0,1,Alimentação
280,06381055f2edc60117d05951983c6992,26.0,0,Serviços
281,063839c27d79e01ac8e3acd697e966d1,1.0,0,Alimentação
282,063c1fe27288fb88fcf9b01731ade75d,1.0,0,Bens duráveis
283,063c4934a06077dab1b35453238ab75b,14.0,0,Varejo
284,063fa00bda2b637856fa70532c8a824b,49.0,0,Serviços
285,06427ca66b9a175afee79c26a0566994,2.0,0,Alimentação
286,06456d2f80b764bfc2e4bb8dac30d266,33.0,0,Serviços
287,064bce16e73b528ce553c8447615fbd5,61.0,0,Serviços
288,064c04c1cc400da708d1be999132fa08,6.0,0,Alimentação
289,064d189efb5c8b58a32622564390cf94,26.0,1,Serviços
290,064e65fa058a0c72804e59db406fef88,6.0,0,Alimentação
291,065727878249cd90e61d12089d7d5750,1.0,0,Alimentação
292,06580d07166b7acfeaab7cebd1e08be1,8.0,0,Varejo
293,065983b114edb0afe2c91754889aa471,17.0,1,Bens duráveis
294,0662cd4aa1ccad8949870fc1dec92393,13.0,0,Varejo
295,0664165f554ac7390a1f606217002da8,6.0,0,Varejo
296,06664852096f98a0117931ba3d32bfbe,19.0,0,Varejo
297,066dc3ab6197bfc054fffb40481630a1,2.0,0,Varejo
298,06736333e9d4aa62fac88c7701b79cfb,9.0,0,Serviços
299,0674d7d80af01cc2036bea5f3a048cc8,4.0,0,Alimentação
300,067729d379f50bd2bea8d896c9027335,15.0,1,Varejo
301,067c59f4fdd26e650ae854f276ef9f44,32.0,1,Varejo
302,067ef4cc06e2e775cd1664c7395dbd53,36.0,1,Supermercado/Farmácia
303,068aeca157b1767fc41a896f3402d378,24.0,1,Serviços
304,068ebe9f585e40c12f40a8ac77a4ddae,28.0,1,Alimentação
305,0699f562098e7404809b0cb47e5668db,3.0,0,Varejo
306,069e4221b41b07fdd0ad9bdafb62b2a2,1.0,0,Serviços recorrentes
307,06a6c927f8e10f6bac55e4c53731be03,57.0,1,Serviços recorrentes
308,06ad5def9da2e5c7ace262c231353447,8.0,0,Alimentação
309,06ae31712fa0fb4fdbedf4d00e5e4bda,1.0,0,Supermercado/Farmácia
310,06b418e629a287351297d4caa7859270,1.0,0,Varejo
311,06b4bffce7ef7844cd95f41aa227805c,10.0,0,Alimentação
312,06b53721dbebd6d2cb2aee3ea88b4ae2,51.0,1,Varejo
313,06c49b3396668ebb8ade9a3425ed8ac8,2.0,0,Alimentação
314,06c7c23fbfb70100e240d86a69b90879,13.0,1,Alimentação
315,06d08d7596e9ff13afbe7fee77b3f2c4,1.0,0,Varejo
316,06d539ef164694574f303963fb8da792,32.0,1,Alimentação
317,06dafa8cef2426d3b18287c8a71f15b9,9.0,1,Alimentação
318,06ed4bcd056bc0f967dc5af5edbcf091,33.0,1,Varejo
319,06f0fc95bedaa005998ece837b80df11,10.0,0,Alimentação
320,06f234b3cf626dd383e954473b98acfa,1.0,0,Alimentação
321,06f58845fc66500e59cd5523cb315718,5.0,0,Varejo
322,06f5f8b7bd73b479ff10ffd1b41a70d1,40.0,1,Bens duráveis
323,06fa8e72feb63af9a563cfb8b62c51c6,54.0,1,Serviços
324,06fc3c94f6df1cc624dfdc000d477565,4.0,0,Bens duráveis
325,06ff736ba6c535f87b6529b500861d2c,44.0,1,Bens duráveis
326,0704b5c75499022c15c6ee8ed3518169,1.0,0,Alimentação
327,070a2c5a1c7a208526f8b7b9d3a9e970,1.0,0,Serviços
328,0713bbf74268a2a7b435ad6b1e367783,19.0,1,Varejo
329,0714eb08407abfc840ce36cc6efe2cb7,31.0,1,Alimentação
330,0715d97b0441391a5c2d97077e0c2f56,57.0,1,Serviços
331,07213ac4f5ff0180568443c1324e4999,7.0,0,Alimentação
332,0727383559617fa36359ec3ec9edcc2a,38.0,1,Supermercado/Farmácia
333,0729b3da5721cf11ecef1c44f2689db7,5.0,0,Bens duráveis
334,072c1f8de16dbcebc662f379e0cdc4af,3.0,0,Varejo
335,0731c1717790a8bf960adb0b078c49a0,14.0,1,Alimentação
336,07353992233684404640b8dc9bd34f42,1.0,0,Bens duráveis
337,07390d023ec3a913e1343ff484564200,5.0,0,Bens duráveis
338,07480125ccb4ca53209f1746fa670ea6,39.0,1,Alimentação
339,074f402298ce69eb1e503705fda8f7b4,3.0,0,Supermercado/Farmácia
340,07591fb89c0a8aa1fbfa39e0d87a5189,35.0,0,Varejo
341,075cc885c797381186cc74fc2d75a9d8,1.0,0,Supermercado/Farmácia
342,0761b94de28550723fb5d0b52fd95fa0,10.0,0,Posto
343,0768575e560bc9cbaf0ed565c06bd66e,1.0,0,Bens duráveis
344,0769d55c842d7cd9b0fc697de56336f5,21.0,0,Serviços
345,076a13b868ecf301d7d1936c4a2529b6,16.0,0,Alimentação
346,0771f6f9ea8619154a38315267fc424f,9.0,1,Alimentação
347,077976fb0d1250fd658ec45f23bcf0c0,25.0,1,Varejo
348,077c590f5210d13669b949aec866169c,58.0,0,Alimentação
349,0788304aef947110b10d22cb1781f22f,7.0,0,Alimentação
350,078adceb3cf93644b2514e597c141ff7,5.0,0,Alimentação
351,078b03da8037a39342a6f4b399c136fa,11.0,0,Serviços
352,078c58480c6c230c6b1c36226b561610,17.0,0,Alimentação
353,079ba8e541d38c9ef9d7080c3f422acb,38.0,1,Serviços
354,079f78e02d227e7849893873a2e083f8,2.0,0,Alimentação
355,07ab3308cd1fb9a721ad8b1c73942d6f,20.0,1,Varejo
356,07acb3640bf376c0b79708fd11e6e709,7.0,1,Outros
357,07b0674a7bbe5bae5d90d31a8553630c,15.0,1,Varejo
358,07c0c4b7344840bb3334c3c6f066bf4d,1.0,0,Bens duráveis
359,07cde4eebbc1c26151a2db835799618d,22.0,1,Alimentação
360,07d3486e13dc86ce9303f29b40ee73ea,1.0,0,Alimentação
361,07dd2e358d0f4e24cce476d78c4c8e55,29.0,0,Serviços
362,07e127b9dbb167bd5b122c917a4b7c8a,13.0,0,Alimentação
363,07e2b93526165d5d0db9599423281384,1.0,0,Alimentação
364,07e5008c9a815aeac469b7b3486d0a49,8.0,0,Alimentação
365,07e6b634d0ac1077b7034a5dd6ff4816,8.0,0,Alimentação
366,07f36aa9f0a052ac28ff21360aaa3037,11.0,0,Alimentação
367,07fdaa6b70606399929e663413c19c62,29.0,0,Varejo
368,081967ca2993234cd62a4064c8bab163,2.0,0,Supermercado/Farmácia
369,081d28f4c1cfd832593b92c1218e81b1,5.0,1,Serviços
370,082384e7f08567976a6124985118f53e,16.0,0,Bens duráveis
371,0827181c87a20b95c5e04af3245c95cc,1.0,0,Alimentação
372,0829de8e76770db785cfe0354471fbd9,25.0,1,Posto
373,082ff104aabf971c8e7c1cfb4c4ad11b,48.0,0,Serviços
374,083a3d731a2167d1192070833d63d346,12.0,0,Alimentação
375,084089a8f8534881373625e03437ffe6,15.0,1,Bens duráveis
376,084b8fd6f17ef2c237a5581b34817cb6,2.0,0,Varejo
377,084cbb7442b7cb7ff0deff15a673cec9,8.0,0,Bens duráveis
378,08507586454fd8a59da0ff093733980f,2.0,0,Alimentação
379,0851672394fee55dac2040310780772c,16.0,1,Alimentação
380,085e1952f8638cb83bc4a0604b885a93,51.0,0,Bens duráveis
381,0872935a0fc7f061aa5bd5c21eeac663,1.0,0,Varejo
382,087550e5307cbeb1bf3d85b30b649260,16.0,1,Posto
383,087dc5b78c26bdcdc366b0d7d347c8d9,15.0,1,Varejo
384,088091499f0f7c9d5f58f265cc9fccdb,3.0,0,Bens duráveis
385,0887278d638f1c911a1577e47fe1a80a,9.0,1,Alimentação
386,088b30ef9e9bf6758869e140b21b1fb2,63.0,0,Bens duráveis
387,089a4e4d3e39924a4a89c717d8bfe1e0,4.0,0,Serviços
388,089fbf8b4b32ec97759022f43ea5fcdc,6.0,0,Serviços
